,영화 제목,review,rating,date,from_release,word2vec
133,히트맨2,킬링타임으로 괜찮은 영화ㅎ,8,2025.01.23. 01:03,25,"[-1.4434762e-03 -3.5055443e-03 -2.7223395e-03 -4.1726269e-04
  3.2309995e-03 -1.5460916e-03  4.4584525e-04  5.1389574e-03
 -3.1692528e-03  3.4855446e-04 -2.7559462e-03 -5.5584488e-03
  1.2821190e-03  2.3161150e-03 -5.8559299e-04 -1.3843013e-03
  6.5204862e-04 -6.7015568e-04 -4.8623602e-03  4.6914109e-04
  1.7301368e-03  1.1969184e-03 -4.3591857e-03 -4.2301882e-03
  4.3494748e-03 -1.3937631e-03 -1.1486955e-03 -2.1961876e-03
 -5.8651618e-03  1.4265192e-03  6.5875176e-04  1.1403639e-03
 -4.3123551e-03 -3.3901159e-03 -4.8810109e-03  2.5938558e-03
 -2.9043171e-03 -2.3151827e-03 -8.2734053e-04 -2.8101555e-03
 -1.3302418e-03  4.8606889e-04  2.3629311e-04  2.6298526e-03
  2.7806077e-03 -3.5264175e-03 -6.4294826e-04 -2.7489411e-03
  2.3029465e-04  3.1416020e-03  3.8646082e-03 -4.4456590e-03
 -1.3715622e-03 -1.1023764e-03 -2.0452186e-03  4.4352864e-04
  5.0360704e-04  5.0796493e-04 -4.5457291e-03 -1.8681353e-03
  5.6457671e-04 -5.5709852e-06  4.1860738e-04 -5.3703794e-03
 -5.0069131e-03  2.2454099e-03 -4.4233986e-04  2.9289573e-03
  2.6840926e-03  2.2192057e-03 -1.6900446e-03 -7.5924920e-04
 -3.2358072e-03  4.5028405e-04  2.1268851e-03  5.1179277e-03
  2.4439129e-03  3.3925541e-03 -2.2659483e-03 -4.4090836e-03
 -1.5208179e-03 -1.9093354e-03 -3.0855115e-03  7.2762230e-04
 -2.8000742e-03  9.1336481e-04 -1.3259967e-03 -5.2828650e-04
  3.5749911e-03 -1.0655003e-03  3.1825169e-03  1.9682825e-03
 -5.5313623e-04 -5.3862756e-04  2.2690406e-03  1.9847949e-03
  4.3082545e-03  1.6338378e-03  3.0629479e-03 -1.3909556e-03]"
135,히트맨2,가볍게 웃고 싶을 때 보기 좋은 영화.. 1편보다 재밌게 봄. 연출이 신선해요.ㅋㅋ,10,2025.01.22. 12:35,13,"[ 6.0503912e-04  2.0289544e-03  5.7378330e-04 -1.0874801e-04
  2.3236328e-03 -3.1461057e-03  2.8178850e-03  4.2868461e-03
 -2.2798700e-03 -2.6693477e-03  1.1504284e-03 -1.5141031e-03
 -1.9606929e-03  1.6019108e-03  8.4801117e-04 -1.6496582e-04
  2.8709110e-03  9.3026285e-04 -2.3369857e-03 -2.2855734e-03
  6.0035143e-04  1.0210838e-03  2.7421108e-03 -1.4528121e-03
 -1.8562056e-03 -1.1981236e-04  5.5727155e-06  1.1455072e-03
 -1.4232182e-03 -7.7542994e-04  4.2106574e-03 -4.3271991e-04
  1.7166248e-04 -2.0713639e-03  1.8460218e-04  6.1764452e-04
  3.2237384e-03 -2.4220808e-03 -1.8409120e-03  5.6277146e-04
  2.3652031e-03 -1.2348697e-03 -5.2531320e-04  2.5785912e-04
  3.8307556e-03 -1.2776167e-03 -2.2791121e-03 -1.2735097e-03
  3.7658147e-03  1.1650966e-03  2.8182981e-03  3.7866659e-04
  7.4544142e-04 -3.7010065e-03 -8.6783402e-04  1.5982621e-03
  3.5706735e-03  8.3752915e-05 -8.6189120e-04  1.1879096e-03
  4.1562010e-04 -5.5247062e-04  2.8101641e-03 -1.9043538e-03
 -2.3098083e-03  2.1915075e-03  4.1985424e-04  1.3954570e-03
 -2.6787438e-03 -1.8127906e-04 -5.0862459e-04 -4.7633782e-04
  1.4431829e-03  2.0377329e-03  1.2214967e-03  4.1217101e-04
  1.7896618e-03  1.4203892e-03 -3.2110866e-03 -4.3940643e-04
 -3.7877343e-03  3.3457746e-04 -1.8542990e-03  3.8799797e-03
 -1.8753357e-03  6.0486450e-04  2.3156188e-03  2.1655843e-04
 -3.7245051e-04 -1.2030195e-03  5.6567346e-04 -1.2587756e-05
  2.3076553e-03 -1.8433413e-05  4.5769648e-03  3.0929493e-04
  7.8954687e-04 -1.8302749e-03  1.2433335e-04 -1.7498198e-04]"
138,히트맨2,스트레스 짜악 풀리네요,10,2025.01.22. 13:52,14,"[ 1.41292613e-03 -4.43661120e-04  1.25007238e-04  1.14797032e-04
 -1.18599541e-03 -4.04531183e-03 -5.30134887e-04 -9.22064879e-04
  3.23382020e-03 -2.87603843e-03  3.01215751e-03  2.66877236e-03
 -4.43391874e-03  1.16965105e-03 -2.37442320e-03  1.47792010e-03
 -2.90467404e-03 -6.82822894e-04  1.14403665e-05  3.03355698e-03
  1.49284932e-03 -7.41773983e-04 -3.08646774e-03 -1.15999230e-03
  9.06624482e-04  3.74635216e-03 -2.45216046e-03 -2.43096263e-04
  1.21427362e-03  6.09405944e-03  1.29241904e-03  5.24235703e-03
  3.36284656e-03  3.10973311e-03  1.55635783e-03 -1.03840290e-03
  1.85431994e-03 -1.51881715e-03  4.09027142e-03  7.47705111e-04
 -1.09482580e-03  2.69146333e-03 -3.08150821e-03 -2.66953046e-03
 -2.16294371e-04 -3.47313331e-03  1.61660253e-04  2.00196891e-03
  3.48425284e-03  2.54097953e-03 -1.93876447e-04 -1.26353372e-03
  3.65531980e-03 -3.55758448e-03 -4.25268430e-03 -5.44920238e-03
  2.68037338e-03 -8.00919137e-04 -1.84102170e-03  4.80338233e-04
  2.42017908e-04 -8.21701949e-04 -1.67118548e-03  1.59602088e-03
 -2.39512301e-05 -2.25069653e-03  1.54132908e-03 -1.78523501e-03
 -4.86704987e-04  5.00025088e-03  1.18873455e-03 -1.80302456e-03
 -4.21640556e-03 -2.50879303e-03  9.99822631e-04 -4.94042644e-04
  3.04601248e-03  1.10179768e-03  6.41417317e-03  3.25741596e-04
 -3.27552296e-03  1.51546160e-03  3.67353670e-04  3.71968630e-03
  7.34517002e-04  3.19606066e-03  3.86596122e-03 -5.24364226e-03
 -1.74871820e-03  1.73606968e-03  8.94766185e-04  7.70241371e-04
 -8.12335638e-05  1.11457810e-03 -1.68272178e-04 -3.83159332e-03
 -3.05357855e-03 -1.11816335e-04  1.45297137e-03  5.59881749e-03]"
142,히트맨2,내용 연기 모두 좋았어요.,10,2025.01.22. 14:10,14,"[-1.1442229e-06 -1.0436475e-03 -8.3068432e-04  2.7294657e-03
  2.0024730e-03 -2.4807919e-03 -8.9427049e-04  6.0673421e-03
 -8.5148064e-04 -2.9796381e-03  3.1176724e-03 -5.7529798e-04
 -8.6415664e-04 -2.8474070e-03  3.7712895e-03 -2.8539923e-04
  5.1766643e-03 -5.0080316e-03  1.4322624e-04 -6.4760013e-03
 -1.3525358e-03 -1.8030172e-03  6.4538531e-03 -3.0330634e-03
  1.0685902e-04  3.4925970e-03 -2.7415778e-03  4.2749410e-03
  9.4186020e-04  2.6099423e-03 -4.2037255e-04  8.8405551e-04
 -1.5201000e-04 -2.8524885e-03  9.1002212e-04  2.6656860e-03
  1.0494551e-03 -3.2450978e-03 -1.9749585e-03  4.2794021e-03
  4.0618493e-03 -4.3583750e-03  3.7018038e-04 -9.7964820e-04
  7.0692869e-03 -2.5224627e-03  7.6885690e-04 -8.2085299e-04
  6.5002812e-04  2.3647321e-03 -2.4442028e-03 -2.9366775e-03
 -2.3873984e-03 -1.7367624e-03 -1.0102176e-03  1.8386623e-03
 -1.2917860e-03  3.2690372e-03 -2.1408447e-03  2.9317879e-03
 -6.3006126e-04  1.4011310e-04  3.2360679e-03  2.6174439e-03
 -1.3079644e-03  2.1511517e-03 -2.0175111e-03  6.1565107e-03
 -2.4835365e-03 -1.2179429e-03  5.3540124e-03 -3.2493309e-03
  1.6853483e-03  3.2227512e-03  2.5352777e-03 -1.7626636e-03
 -1.7516043e-03 -2.3985265e-03 -4.3906169e-03 -4.4133118e-03
 -5.4926344e-04 -1.1812509e-03 -2.5000642e-03  3.7644156e-03
 -1.4372669e-03 -1.4492797e-03  2.4657072e-03  1.8907071e-03
  3.6984321e-03 -2.6926303e-03 -2.0622551e-03 -1.9976937e-03
 -3.0158090e-03 -2.5129854e-03  4.6801521e-03 -2.9129768e-04
  1.1967567e-03 -4.5686467e-03  1.1867161e-03 -5.2032331e-03]"
144,히트맨2,개욱겼다보단 어느순간 보면 계속 웃고 있음. 오히려 힐링돼서 너무 즐거웠던 영화.,10,2025.01.23. 01:17,25,"[-1.2477816e-03  1.6012834e-03 -8.3967741e-04  5.7776319e-04
  1.3695809e-03 -1.2619356e-03  3.3495743e-03  1.5756991e-03
 -8.7853929e-04 -8.1878854e-04  3.0722322e-03 -3.1466074e-03
  6.6932011e-04  8.7230850e-04  3.2246840e-04 -5.0510152e-04
  2.0710346e-03 -6.6308863e-04 -8.4809586e-04 -2.2472984e-03
 -2.1367602e-04  1.5250873e-03  1.6380437e-03  1.0859640e-03
 -1.4549776e-03  5.2727805e-04 -9.2280621e-05  1.2672635e-03
 -8.6742592e-05  1.9711363e-03  4.5622798e-04  2.6768813e-04
 -6.5286126e-04  1.3506713e-03 -6.6354696e-04  2.9962468e-03
  2.2074413e-03 -5.9703575e-04 -2.4711920e-03  1.3284391e-04
  4.1267413e-04 -2.0362129e-03 -5.7371956e-04 -2.8834373e-04
  3.8824880e-03  1.9425033e-03  1.6694756e-04 -2.7682290e-03
  2.4451073e-03  1.6593341e-03 -1.2198451e-03 -1.0855052e-03
 -2.8310483e-03 -3.9164969e-03 -1.2260196e-03  2.8470260e-04
  1.5547742e-03  8.0897100e-04 -2.4136627e-04  1.0514290e-03
 -2.3193678e-03  7.4917392e-04  2.2530453e-03 -5.9562648e-05
 -1.3719408e-03  1.5966791e-03  2.6405923e-04  4.1817715e-03
 -4.3621301e-03  1.5775088e-03  1.6219672e-03 -5.8056053e-04
  4.3272960e-04  1.8918449e-03  1.6035363e-03 -1.7337202e-03
  2.4628181e-03 -1.6197758e-03 -1.1008981e-04  2.4062926e-03
 -8.3781348e-04 -5.3648092e-04 -1.2842399e-03  1.5552427e-03
 -6.2665116e-04 -2.0667233e-03 -1.4283886e-04  2.9192718e-03
 -1.6128414e-04 -1.6236731e-03  1.3034532e-04  5.2020582e-04
  3.4315207e-03 -1.0863955e-04  2.9332924e-03  7.6475827e-04
  2.9205689e-03 -2.1609312e-03  8.3111541e-04  1.4362750e-03]"
145,히트맨2,1편보다 더 재밌게 봤어요,10,2025.01.23. 00:52,25,"[-1.4836983e-03  1.9122151e-03 -3.8751782e-04  5.9477198e-03
 -1.6406146e-03 -3.0490744e-03  4.0237508e-03  6.3428972e-03
 -2.4836219e-03 -9.5599791e-04  1.0503255e-03 -3.8168272e-03
 -1.5712763e-03  6.3108150e-03 -2.6703824e-03 -3.9201861e-04
  2.4550669e-03  9.6648070e-04 -3.3857941e-03 -7.9834238e-03
  4.5689982e-03  9.9038833e-04  5.3691994e-03  2.6526097e-03
  2.6569690e-03 -2.0710118e-03 -1.6332312e-03  2.4280471e-03
 -6.3397270e-03 -6.5436354e-05  3.5597601e-03 -3.4727846e-04
  6.0429615e-03 -6.9451365e-03 -1.1892176e-03  1.1312490e-03
  4.9157813e-03 -3.7557958e-04 -3.8588201e-04 -2.7077915e-03
 -1.7118518e-03 -1.1163005e-03 -8.0922339e-03 -4.7180492e-05
  2.3312171e-03 -1.7021964e-03 -4.1963966e-03  3.3999365e-04
  4.8226216e-03  4.9644117e-03 -9.8558364e-04 -1.5815505e-03
 -4.3801963e-04 -1.0073889e-03  1.1996456e-03 -4.1681714e-04
  2.1360561e-03 -3.2582397e-03 -5.3892755e-03  4.1448488e-03
  3.7476904e-05 -1.9906095e-04 -5.7097763e-04 -4.7955071e-03
 -5.3007766e-03  3.0208232e-03  1.3673984e-03  2.4218268e-03
  1.4072175e-04  5.7485984e-03  3.6206658e-04  1.5175546e-03
  5.1909493e-04 -5.5046263e-04  4.6638595e-03  7.4893393e-04
  1.1286157e-03  1.3685349e-03 -1.9147129e-03 -3.8469366e-03
 -4.3962244e-03 -1.1484061e-03 -4.1618841e-04  3.1557344e-03
 -6.7910478e-03 -3.3107528e-04  5.0300378e-03 -2.1986961e-03
 -1.9538684e-03  1.0513578e-03  2.3542249e-03  1.4354935e-03
  1.5803380e-03 -1.1876972e-03  5.8666207e-03  8.3569734e-04
 -1.4855267e-03 -4.9288329e-03 -1.0979320e-03  4.0304600e-03]"
146,히트맨2,"오랜만에 편하고 재밌게 볼 수 있던 영화라 좋았어요!!!넘 웃기고 권상우 아직도 잘생김,,ㅠㅠ",10,2025.01.22. 17:04,17,"[ 2.97717808e-04  1.60147072e-04  2.38488032e-03  2.22935807e-03
 -8.58070329e-04 -1.23848184e-03  1.00137829e-03  2.26201001e-03
 -2.35542236e-03 -2.30728602e-03 -8.77432176e-04 -1.71751040e-03
  2.25787910e-04 -4.68977727e-04 -2.40857407e-04 -4.33812063e-04
  9.61564307e-04 -1.79620809e-03 -3.63765197e-04 -3.22510488e-03
 -2.99122045e-03 -1.73766020e-04  2.95677828e-03 -1.63879397e-03
  6.91006775e-04  4.98853682e-04 -1.82126532e-03 -6.68140478e-04
 -2.53714109e-03  3.73363378e-03  1.50648435e-03  7.00628734e-04
  3.04638920e-03 -3.55611788e-04 -5.74106583e-04  3.35696409e-03
 -7.93123269e-04 -8.36349209e-05 -2.20835395e-03 -2.70268437e-03
  1.95364328e-03 -6.00325759e-04 -3.18787806e-03 -1.86781734e-04
  1.92857056e-04 -8.40313151e-04 -7.54044275e-04  4.11914138e-04
  1.36572600e-03  1.34314015e-03 -1.07009975e-04 -1.54371595e-03
  4.70488099e-04  2.61900888e-04 -3.55825317e-03  1.10387593e-03
  3.99407465e-04 -1.12596748e-03 -1.22394552e-03  5.45106537e-04
 -4.85369557e-04  1.11104944e-03  2.28664000e-03 -2.39630550e-04
 -2.34322203e-03  1.06263428e-03  1.70100108e-03  1.25346822e-03
 -1.39735127e-03  1.10587524e-03 -1.50536827e-03  8.51693098e-04
  1.16431993e-03 -9.65200365e-04  8.06989789e-04  5.11108257e-04
  6.33570540e-04  8.69168900e-04 -2.64331436e-04  2.72156671e-03
 -5.67172596e-04  8.87212052e-04 -8.21586116e-04  1.80770759e-03
 -4.26969444e-03  1.18219969e-03  5.92649740e-04  1.88898819e-03
  2.39922293e-03 -1.60669128e-03  2.15626345e-03  1.05836487e-03
  5.57398773e-04 -4.09114640e-04  7.43424971e-05  1.30677444e-03
  2.16987054e-03 -9.33930394e-04  1.33412040e-03 -1.59709214e-03]"
148,히트맨2,"엄마가 1,2다 봤는데 재밌대요 3탄도 있었으면 좋겠다고 하네요. 저도 궁금해서 봐야겠어요",10,2025.01.22. 23:57,24,"[-2.1205838e-04 -1.5416033e-04 -9.7728427e-04  5.8880349e-04
 -3.2917911e-04 -2.7656096e-03  2.7283879e-03  3.8935514e-03
 -3.4863199e-03 -1.1097974e-03 -8.3063717e-04 -2.6351232e-03
 -1.4859675e-03  2.3150567e-03  3.7699105e-04  3.8928437e-04
  2.0879726e-03 -1.3803043e-03 -1.1681210e-03 -7.9672793e-03
  3.0760628e-03  1.8226424e-04  4.1549527e-03  1.3893355e-04
 -2.6530991e-04  1.6734597e-03 -3.9704767e-04 -4.3849219e-04
 -4.1003306e-03  2.2425305e-03  2.0797085e-03  2.2485694e-03
  2.9827922e-03 -3.1619819e-03 -2.4697965e-04  1.9683198e-03
 -6.1999651e-04 -2.1402396e-03 -2.2257273e-03 -2.7611274e-03
  3.5176449e-03 -2.9563452e-03 -2.5135695e-03  3.1550007e-03
  2.8576057e-03 -2.0001875e-03 -1.4445476e-03 -1.6106326e-03
  2.7296650e-03 -2.1628399e-05 -4.9779873e-04 -1.2694955e-03
  6.1394414e-05 -8.8197249e-04  2.2207852e-05  4.2924372e-04
 -1.1508783e-03  1.7358258e-04 -1.7593366e-03 -1.8834970e-05
  6.9310277e-04 -1.8082493e-03 -1.1114426e-03 -6.5726740e-04
 -2.2464376e-03  1.6681612e-03 -3.1172644e-04  2.8631208e-03
 -2.6934771e-03  2.1195847e-03 -3.4085833e-04  1.1279417e-03
  5.0671096e-04  2.7315691e-06  2.7536124e-03 -6.3492957e-04
  2.0940760e-03  7.8155153e-04  1.0026075e-03 -1.4610561e-03
 -9.5398042e-05 -6.5863501e-06 -1.4868077e-03  1.6298575e-03
 -2.1035599e-03 -9.6231466e-04  3.5119746e-03 -3.5916764e-04
  2.6251483e-04 -5.1231909e-04  3.9628362e-03  2.9671387e-04
  9.1011496e-04 -3.1568893e-04  4.1084536e-03  1.6645618e-03
  1.7868839e-03 -2.3211420e-03 -7.2035071e-04 -9.2160568e-05]"
150,히트맨2,유쾌하게 보기 좋은 영화였어요!배우들끼리 케미가 잘 보입니다!,10,2025.01.22. 15:55,16,"[-7.6515629e-04  3.0790090e-03  1.4738843e-03  3.0396464e-03
  9.1623067e-04  9.3001797e-04  1.7615540e-03  2.6853222e-03
 -2.5456192e-03 -3.1530988e-04 -1.1591004e-03 -3.9685564e-03
  1.7354350e-03  9.5204299e-04  8.7405380e-04 -2.3598080e-04
  1.7549451e-03  8.1129029e-04 -2.5738643e-03 -3.0778984e-03
 -9.8797411e-04  1.7917929e-03 -5.5877154e-04 -3.6491698e-03
 -9.7098679e-04  9.8719599e-04 -2.5016912e-03 -1.1972878e-03
  3.4452710e-04  1.9957278e-04  7.1163429e-04 -1.8155708e-03
 -5.8829988e-04 -2.2331881e-04 -2.9277597e-03  3.7300189e-03
 -3.5071181e-04 -2.0830473e-04 -9.8119397e-04 -5.1845149e-03
  1.6009274e-03  4.3446242e-04 -8.1163982e-04  3.7348140e-03
  1.6712287e-03  2.4997783e-04 -4.4283746e-03 -3.8989601e-03
  3.1409406e-03 -6.1695540e-04 -2.7329235e-03 -2.7603472e-03
  4.9706979e-04 -2.0588450e-03 -6.8675540e-04  3.4599237e-03
  1.4186791e-03 -1.8105189e-04 -9.9111535e-04 -8.7538530e-04
  1.1824538e-03 -1.4850000e-03  1.6593600e-03  7.4085017e-04
 -1.8759308e-03  1.9459594e-03 -1.3234023e-03  4.3759826e-03
 -2.9258400e-03  2.3822172e-03 -1.2147793e-03  1.1605173e-03
  2.2502679e-03  6.6137558e-04  1.8813612e-03  4.3899272e-04
  9.5626712e-04 -1.3137542e-03 -3.3525261e-03 -1.3565583e-03
 -3.2322183e-03 -3.0510083e-03 -2.5960465e-03  2.7570592e-03
  2.4654437e-06  6.9037016e-04  1.4116858e-04  3.9835530e-04
  1.6991834e-03 -5.2478677e-04  2.0461699e-03  2.2515873e-03
 -8.9353317e-04  1.9966818e-03  2.5665972e-03  2.4112319e-03
 -1.4229438e-03  2.0098060e-03  2.6608782e-03  2.1656789e-03]"
152,히트맨2,영화 잘 봤습니다~ㅎㅎ,7,2025.01.23. 07:42,32,"[-1.6605442e-03  3.0585318e-03 -3.6916155e-03  3.6406587e-03
  1.6746508e-03 -2.9307566e-04 -4.3153073e-04  7.1132360e-03
 -3.7417938e-03  7.7291392e-05 -1.1648784e-03 -1.7541598e-03
 -1.2437939e-03  2.3282256e-03  3.7048198e-03 -4.7216015e-03
  2.2452739e-03 -1.0064496e-03 -5.7675443e-03 -3.3620142e-03
 -1.9766616e-03 -1.0346189e-03  4.3043876e-03 -5.1950696e-03
  1.9557651e-03 -4.8468187e-03 -3.9591468e-03 -3.0249455e-03
 -3.8144593e-03 -1.0396463e-03 -5.3865032e-04 -1.3335488e-03
 -2.3230482e-03 -4.7813626e-03 -3.0029393e-03 -1.6555702e-03
  7.0208206e-04 -2.5879417e-03  3.5511702e-04 -3.3826970e-03
 -5.0902236e-03  2.2857734e-03 -1.7471496e-03  7.6678343e-04
  4.1154567e-03  3.8567826e-03 -3.1738835e-03  2.0507560e-03
  2.7266382e-03  3.7283835e-03  2.9212418e-03 -2.4511432e-03
 -8.6325407e-04 -2.6506581e-03 -6.6220557e-04 -2.7222272e-03
  1.2650073e-03 -1.5132062e-03 -6.2692552e-03  2.4779178e-03
  8.3134120e-04  7.5604301e-04  4.9553270e-04 -1.2697764e-03
  2.2483137e-03  1.3647582e-03 -1.5597148e-03  3.9554518e-03
 -2.6764709e-03  6.6219724e-04  1.8841131e-03  1.2281747e-03
  3.7650447e-03 -2.2872060e-03 -1.8662233e-03  1.8289863e-04
  3.0612077e-03 -7.3115667e-04  9.3042664e-04 -3.6145337e-03
 -1.2345400e-03 -1.9432126e-03 -4.9636452e-03  4.7858543e-04
 -1.1618681e-03 -8.0611865e-04  3.4811713e-03 -8.5665284e-05
  2.7748130e-03  5.5709286e-03  5.2695763e-03  2.4111976e-03
  6.8647973e-04  3.1245127e-04  7.1766176e-03  4.9011628e-03
 -2.1427837e-03  1.1880866e-03  1.7280855e-03 -3.8137399e-03]"
153,히트맨2,HITMAN2HITMAN2,6,2025.01.22. 22:50,23,"[-2.84389476e-03  8.67520645e-03 -3.39628733e-03 -4.26800177e-03
 -1.33777037e-04 -7.60319456e-03 -6.19103666e-03  2.16369051e-04
 -1.16231386e-04 -1.40192383e-03 -2.56958464e-03  3.08659254e-03
 -1.21838949e-03 -1.63401128e-03  4.92780888e-03  5.82913356e-03
  2.71699019e-03  6.25668932e-03  1.50603370e-03 -2.97932839e-03
  5.00267651e-03  3.46065615e-04  7.29801459e-03 -2.25160038e-04
  7.45717902e-03  5.99260442e-04 -5.18096378e-03 -1.85826432e-03
 -4.23374865e-03  9.26960958e-04  1.41245942e-03  1.06701953e-03
  9.11969878e-03 -3.61185148e-03  3.60361347e-03 -1.13133853e-03
 -5.38478838e-04  3.08723119e-03  2.89294543e-03  1.97053747e-03
  2.67618569e-03 -4.89525683e-03 -3.33716162e-06  3.17949895e-03
 -5.21148602e-03 -9.04085394e-03 -3.90968099e-03 -4.99533815e-03
  5.53359929e-03 -4.30380646e-03  1.77222199e-03 -2.25281203e-03
  2.68793083e-04  4.69142193e-04 -2.15255190e-03  2.28026789e-03
  1.69869582e-03 -4.13459772e-03 -6.34921133e-04  4.89289453e-03
  1.97928748e-03 -6.96734991e-04  6.20740000e-04  3.00485245e-03
  7.52833579e-03  3.08399834e-03  8.82232375e-03  2.77671078e-03
 -2.54949694e-03  1.94870436e-03 -3.67287174e-03 -4.72070184e-03
 -3.58318444e-03  3.64022027e-03  1.03500206e-03  9.60254949e-03
  2.68260599e-03  4.55453107e-03 -2.34158663e-03  3.18524521e-03
 -9.85537190e-04  4.64570243e-04  3.31704086e-03  6.26198016e-03
 -4.03795578e-03  1.82729878e-03  2.64780689e-03  4.94992128e-03
 -1.71853614e-03 -6.15444593e-03  7.15554412e-03  7.87974056e-03
 -3.58690479e-04 -5.60549926e-03  2.81570759e-03  1.30801741e-03
  3.71468393e-03  2.44893739e-03 -2.17643986e-03  3.09648272e-03]"
155,히트맨2,무난하게 볼만한영화.,6,2025.01.23. 00:18,24,"[ 2.2845566e-03  4.3251170e-03 -4.2200505e-04 -2.0053186e-03
  1.5066571e-04 -2.3737769e-03 -1.3252691e-03  3.6907799e-03
 -6.3566891e-05 -1.8356176e-03  1.6326577e-03  2.5876664e-04
  6.8434104e-03  2.0870527e-03  3.7882510e-03 -3.1462593e-03
  3.6730005e-03 -2.4088040e-04 -2.5454615e-03 -2.3765783e-03
 -6.4084306e-04 -2.6209806e-03  5.6087240e-03  1.4871496e-03
 -3.6831960e-04  1.6906032e-04  6.6311244e-04  2.0495905e-03
  1.1737926e-03  6.7150133e-04  4.7776117e-03 -1.5565816e-03
  1.4001554e-03 -1.0691550e-04 -1.0676658e-03  2.9721509e-03
 -2.4961572e-04 -3.2450135e-03 -3.9519607e-03 -1.0457285e-03
 -1.7117250e-03  1.3455598e-03  9.3442231e-04  1.6245618e-03
 -4.6784632e-04  6.0018833e-04 -3.0596231e-03 -2.1732270e-03
 -2.2555168e-03 -1.9225391e-03  9.8490249e-04 -2.9172176e-03
 -5.3916737e-03 -2.6628580e-03 -3.2319373e-03 -2.2094459e-03
 -3.4974545e-04  4.6935451e-04 -3.8653021e-03 -2.2127749e-03
 -2.2676362e-04 -1.0032093e-03  1.9190017e-03  1.6339471e-03
 -3.8572396e-03  5.4601240e-03  3.3449699e-04  1.9130541e-03
 -5.9244274e-03  2.6411987e-03  2.0343384e-03  3.6373134e-03
 -2.3559292e-04  3.5942716e-03  2.2675048e-03  3.7888935e-04
  3.0331165e-03 -4.7141247e-04 -2.6557785e-03  5.7809106e-03
 -1.6261031e-03 -9.7955170e-04 -1.7727393e-03  3.3379714e-03
 -3.8083659e-03 -4.6666179e-04  2.3006208e-03  2.9258369e-04
  7.7100849e-04  6.9734320e-04  1.6192714e-03 -5.1845482e-04
  1.1345077e-03 -8.7472246e-05  2.3042015e-03  6.9093041e-04
  3.5246375e-03 -1.8095255e-03 -8.4279262e-04 -3.2504741e-03]"
156,히트맨2,한국 특유의 코미디 영화를 좋아한다면 추천합니다 2000년대 그 느낌이 나네요,7,2025.01.22. 23:26,23,"[-1.0012595e-03  2.5141618e-04  1.9047287e-03  4.6429000e-04
  2.3325789e-04 -4.1373675e-03  2.7422984e-03  2.6561248e-03
 -1.8504647e-03 -1.6216013e-03 -2.0579160e-03  3.5653208e-04
  1.1524203e-03 -2.6296048e-05  4.7095818e-05 -9.3125959e-04
 -1.1288174e-03 -9.5373770e-04 -1.3528223e-03 -6.6909259e-03
  3.7587603e-04 -1.6290240e-03 -9.9432946e-04 -4.7657924e-04
  7.5448107e-04  2.2905320e-05 -1.4861990e-03  1.4871738e-03
 -1.8125369e-03 -1.0683317e-03  2.5430231e-04  1.4640421e-03
 -6.3828408e-04  1.1768956e-04  1.9652651e-04  8.8353024e-04
 -1.3589432e-03 -1.9453508e-03  6.5196183e-04 -4.0654005e-03
  6.1082287e-04 -9.7405183e-04 -8.9864247e-05 -3.0434902e-03
  3.4656539e-03  1.2638451e-03 -3.4527582e-04 -5.5786251e-04
  2.4946819e-03  9.1153852e-05 -4.9691153e-04 -2.6682112e-05
 -4.6925925e-04  4.2684685e-05 -2.0525558e-04  1.4564046e-03
 -3.8399068e-03  7.5289358e-06 -2.4096952e-03 -1.0478087e-03
  3.0191855e-05 -1.6409963e-03  1.8482096e-05  5.9255672e-04
 -1.3146718e-03  1.8350322e-03  1.7397004e-03 -3.9244891e-04
 -1.4217201e-03  2.6214151e-03 -1.1039135e-03  2.1277736e-03
  2.4104971e-03  5.8590720e-04  6.5629842e-04  6.3609891e-04
  7.2180829e-04 -7.4113643e-04 -2.9785668e-03  2.1591417e-03
  1.0545440e-03 -1.2578447e-04 -2.3465550e-03  3.1798447e-03
  1.2567505e-04 -2.7676395e-04 -3.8860843e-04  1.3826840e-03
 -1.3196531e-05 -2.2209594e-03  7.1892359e-06  1.7220101e-03
  7.4916292e-04  8.4984436e-04  3.0720553e-03  1.0225596e-04
  6.7615148e-04  6.2536354e-05 -1.1500890e-03  7.5449549e-07]"
