,영화 제목,review,rating,date,from_release,word2vec
99,히트맨2,"세련된 스토리 구성이 훌륭하고, 억지스러운 데 웃기고, 재미와 감동이 있는 독특한 매력이 있는 영화네요^^",10,2025.01.22. 23:30,24,"[-1.83201395e-03  8.72018456e-04 -1.81889767e-03 -3.65525368e-04
  2.57480744e-04 -3.27506568e-03  1.61747728e-03  2.62852549e-03
 -2.15059682e-03 -1.00932212e-03 -1.14166265e-04  4.50201478e-04
 -4.78323171e-04  2.94776546e-04  7.83509677e-05 -1.21418831e-04
  5.90342388e-04 -2.03414774e-03 -3.34858708e-03 -3.00045894e-03
  4.04388644e-04 -6.62335195e-04 -9.94560760e-05  2.04536889e-04
 -1.02603855e-03 -2.45323824e-03  2.61750934e-03 -4.55687550e-04
 -6.22855325e-04  1.34030671e-03  4.47013928e-03  3.18169990e-03
  1.21655979e-03  5.67876559e-04 -2.03435353e-04 -2.15036795e-04
  1.47515174e-03 -2.78853724e-04  5.32674545e-04 -1.84363814e-03
  9.31894116e-04 -5.13680279e-04 -1.00660708e-03  6.79440564e-05
  1.67356001e-03 -1.71110581e-03  6.79739533e-05 -5.30583085e-04
  2.69640260e-03  4.50183637e-04  4.59292933e-04 -9.59678087e-04
  2.23618947e-04  9.22079256e-04  8.05081800e-04  2.16929638e-03
  8.96468991e-04  1.89877395e-03  1.15837588e-03  1.37236842e-03
  2.86399014e-03 -1.01515569e-03 -1.29427121e-03 -1.72887370e-03
 -3.42263305e-03  1.80214818e-03  3.20617895e-04 -1.55711360e-03
 -4.03587706e-03  3.02146957e-03 -1.50467211e-03 -1.38445990e-03
  2.61875219e-03 -1.13496825e-03  1.02591561e-03 -1.08871830e-03
  4.00698511e-04  1.75483001e-03 -1.29902351e-03  2.40202551e-03
  2.16232054e-03  2.92300549e-03 -2.17699911e-03  2.20463588e-03
 -4.23381891e-04 -1.87512615e-03 -1.66938966e-03  2.21254490e-03
  2.22348818e-03  4.16494353e-04  4.13385360e-03 -4.80580464e-04
  1.47700810e-03 -8.57574865e-04  9.55650292e-04 -3.43564898e-03
  1.21958950e-03  3.04579880e-04  5.06936572e-04 -1.15609227e-03]"
101,히트맨2,명불허전 역시는 역시 액션1편보다 더 볼만해요,10,2025.01.22. 12:57,13,"[ 2.4000776e-03  9.9398673e-04 -3.7485270e-03  2.8158070e-03
 -3.4373503e-03 -1.7328007e-03  3.5672563e-03  8.5281214e-04
 -8.5939834e-04  1.3215897e-03 -5.5177341e-04 -1.9083315e-03
  1.7251963e-03  1.0025737e-04 -3.5535544e-03 -2.0592266e-03
  1.5402595e-03 -1.1118255e-03 -1.3938207e-03 -2.8508187e-03
  2.8280148e-03  1.8729955e-03  3.2229733e-03  2.2016249e-03
  9.4098714e-04  1.0974813e-03 -6.8888598e-04  3.4936424e-03
 -3.2770799e-03 -6.1911742e-05  3.4705040e-03 -1.5380849e-03
  3.5553826e-03 -4.5956392e-03  3.5697380e-05 -1.2445905e-04
  2.6864302e-04 -3.1228727e-03 -2.1039293e-04 -3.0538542e-03
 -1.2251183e-03 -1.4037081e-03 -3.0268908e-03  1.3165837e-03
  1.9175728e-03 -5.8721221e-04 -4.2062304e-03 -1.3995621e-03
  1.0164370e-03  5.4519053e-04  3.6853289e-03 -2.4854804e-03
 -1.1732656e-03 -2.9341569e-03 -1.1788382e-03 -3.2962603e-04
  1.8155606e-03 -1.4497474e-03 -5.9902039e-03 -5.6640548e-04
 -7.1144494e-04 -1.5296233e-04 -2.1962216e-03 -1.2523843e-03
 -5.2147252e-03  2.1896313e-03 -1.7991713e-04  3.1484887e-03
 -9.0535678e-04  4.7664535e-03 -3.1032423e-03  1.4030452e-04
  1.8946874e-03 -9.7530661e-05 -6.4416199e-05 -7.9457945e-04
  2.8090992e-03 -2.6507536e-04 -8.4355037e-04  7.2930055e-04
 -3.5368472e-03 -7.6079043e-05 -2.3588184e-03  1.7301716e-03
 -5.0458224e-03 -2.1777342e-03  1.4118459e-03  7.8328856e-04
 -2.6569320e-03  6.6998339e-04  2.3946099e-03  3.1484640e-04
 -6.1402949e-05 -4.8502869e-04  2.3955249e-03  1.3041334e-03
 -5.7254365e-05 -1.1591337e-03  7.3811115e-04  3.7564686e-04]"
103,히트맨2,"과연 ‘준’은 예언자인가, 테러리스트인가.",6,2025.01.23. 15:26,39,"[ 7.5282058e-04 -1.4311648e-03  6.3878862e-04 -1.3089874e-03
 -6.5329229e-04 -1.7460581e-03  3.9134768e-04  1.1639015e-03
 -3.3688859e-05 -4.0845675e-04  2.3865376e-03  9.7207824e-04
 -2.4822941e-03  7.5885555e-04 -9.0390217e-04 -1.1023271e-03
  8.5323438e-04 -3.9270357e-03 -4.8150041e-04  2.5952228e-03
  2.4592357e-03  1.4131945e-03 -3.4102655e-03  3.0819976e-03
 -3.0283481e-03 -7.5252051e-04  6.0378102e-04  8.6184613e-05
 -4.6386931e-04  1.3482766e-03  4.5225103e-03  2.0575372e-03
 -3.7598864e-03 -4.4501733e-04 -7.8996154e-04  3.9522324e-04
  3.9626653e-03 -2.0844163e-03 -1.7950292e-03 -1.4893271e-03
  1.2634819e-03  4.7043693e-04  1.9840368e-03 -1.1561698e-03
 -3.2090840e-03  8.1609748e-04 -3.6101826e-04 -7.3950156e-04
 -4.9850572e-04 -1.1925382e-03  7.3001297e-06 -2.8773907e-04
 -2.8619862e-03 -4.0811342e-03 -9.2757156e-04  1.2998043e-03
  1.5687064e-03  2.8214194e-03  7.8455734e-05 -1.9248403e-04
  1.4319011e-03  6.1565230e-04  2.1295024e-03  1.1092690e-03
 -4.3358022e-04 -2.1060391e-03 -1.6476568e-03 -1.8765009e-03
  1.4092845e-03  1.4777753e-03  2.0422379e-03 -6.3330983e-04
 -1.1985014e-03  3.4961707e-03  2.2387186e-03 -3.8669666e-03
 -2.4701853e-04  2.1271188e-04 -1.7927717e-03  1.3924859e-03
 -1.8000120e-04 -1.1980667e-03 -1.1321744e-03  2.7964980e-04
 -4.1289413e-03 -2.0239661e-03  1.0156400e-03  6.0282287e-04
 -1.3291008e-03  4.5169788e-04  1.5191273e-03  2.9231072e-03
  4.1674892e-03  1.0167685e-03  1.2733346e-04  1.9641926e-03
  2.0604527e-03 -1.6774505e-03 -1.7581250e-03 -1.5137210e-03]"
104,히트맨2,조금 아쉬운 작품이었습니다,5,2025.01.23. 13:36,38,"[-4.2372588e-03  5.8426932e-03 -5.4943585e-04  5.1051192e-03
  3.6451849e-04 -3.1956770e-03 -3.8617556e-03  3.4702772e-03
 -7.9638967e-03  1.8145500e-03 -1.1370131e-03 -3.3858053e-03
  4.1026939e-03  3.3111859e-03  8.5985789e-04 -1.4109336e-03
 -1.5642117e-03 -3.8878489e-03  5.7919772e-04 -4.7882656e-03
 -4.8631113e-03  4.0145393e-04  1.1033934e-03 -4.8360960e-03
 -3.6496373e-03  1.4554004e-03 -6.6225985e-03  2.3157792e-03
 -2.7863516e-03  2.3130083e-03  2.6823732e-04 -1.1251825e-03
 -2.4117781e-03 -5.2686012e-04 -2.3174053e-03  6.7331502e-03
 -2.7737257e-03 -1.6631426e-03 -3.5913382e-03 -1.5930308e-03
  2.6384732e-03 -3.3038887e-03 -4.9417610e-03  2.3223241e-03
  5.9024934e-03  2.3547455e-03 -3.6985555e-03 -3.7185778e-03
 -1.2671450e-03 -5.5208919e-03 -1.5276524e-03 -1.5101078e-03
  3.0566517e-03  2.6505329e-03  9.0197113e-04  8.4028312e-04
  9.8802301e-04  2.5795687e-03 -1.5477729e-03  3.3453777e-03
  5.4064379e-03 -1.7293836e-03 -4.3907849e-04 -5.1776627e-03
  1.1532451e-03  9.0660527e-05  4.6577915e-03  6.6147093e-03
  1.3928523e-03  2.9032780e-03 -1.8231784e-03  5.7377131e-04
 -3.1758300e-03  2.2751978e-05  2.4255197e-03  4.3719802e-03
 -1.8921096e-03 -1.7961044e-03 -1.8057672e-03 -3.1710193e-03
 -3.5969052e-04 -4.1474967e-05 -4.4871692e-04  3.5728579e-03
 -7.8777946e-04 -1.1895560e-03 -2.3374206e-03 -2.5905033e-03
  3.1963016e-03  1.9991444e-03 -8.6194178e-04 -2.3107890e-03
  1.7385512e-03  2.9153377e-04  1.7394393e-04  2.8992635e-03
  5.2934480e-03 -6.6101039e-04  4.6293177e-03 -3.4402253e-04]"
105,히트맨2,스포일러가 포함된 감상평입니다. 감상평보기,1,2025.01.23. 13:29,37,"[-1.8576478e-03 -4.3511136e-05  1.7706699e-03 -1.1408555e-04
  2.1513959e-03 -1.1159065e-03  1.5446402e-03  4.8944517e-03
 -1.5483353e-04 -1.6600591e-03 -2.0170922e-03 -7.5246771e-03
 -2.7579805e-03  1.3680230e-03  3.1907985e-03  1.5139009e-03
 -2.6082878e-03 -2.0418612e-03  2.7201984e-05 -5.2630827e-03
  5.4926169e-04  4.1836998e-03  2.0792461e-03  2.5176194e-03
 -2.3016063e-03 -3.7835259e-04  4.1260698e-04  1.0493515e-03
 -1.2234324e-03 -2.1932221e-03  3.3262519e-03 -2.0133478e-03
  2.3954632e-03 -1.7157703e-03 -1.2336917e-03  2.9219429e-03
  4.6835858e-03 -3.2171758e-03 -2.1862625e-03 -1.4557999e-03
  1.0021386e-03 -2.4922842e-03 -1.4265855e-03  2.5991495e-03
  3.5341396e-03  3.9229584e-03 -2.5024631e-03 -3.5958416e-03
  1.6175541e-04  7.1206130e-04 -2.4776149e-03 -1.0405912e-03
 -1.0978708e-03  1.1708837e-03  1.2958787e-03  5.7553133e-04
  1.7637428e-03  1.5853564e-03  1.8799924e-03  4.2965482e-03
 -9.1775997e-05  2.3355915e-03  4.9281609e-04  5.1123177e-04
 -4.0680822e-03  6.1234881e-05  9.5571222e-04  6.8204058e-03
  2.1959909e-03  3.1707243e-03  1.6723898e-03 -7.0462498e-04
  1.6084104e-03  1.1777561e-03  2.3275847e-03 -2.6412134e-03
 -1.5272655e-03 -2.3428351e-03 -1.8537055e-03 -1.8645297e-03
 -1.9165651e-03  1.2835679e-03 -5.9491111e-04  2.9300950e-03
 -1.3171620e-04  6.0712998e-03 -1.0713447e-03  1.5547063e-03
  2.1602211e-03 -3.4399016e-03  1.6182807e-03 -2.4313708e-03
  5.7547394e-04  1.0444785e-03  3.6495493e-03  3.0478134e-03
 -3.1932743e-04 -3.5367943e-03  1.3677366e-03 -2.8362281e-03]"
106,히트맨2,재밌어요 재밌어요 재밌어요,8,2025.01.23. 09:54,34,"[-9.0615135e-03  4.4878977e-03  5.3741983e-03  5.8531240e-03
  7.6055918e-03 -8.2239313e-03  1.7934550e-03  8.3118528e-03
 -3.8394399e-03 -6.7379139e-03 -6.2786543e-04 -1.0228888e-02
 -5.7292059e-03  7.5578815e-03  3.5928308e-03  6.6888947e-03
  6.8248771e-03  5.8962591e-03 -4.1091647e-03 -3.4029365e-03
  2.5175549e-03 -3.7839834e-03  9.2330212e-03 -1.0348681e-02
  6.3109756e-03  3.3575983e-03 -5.7271221e-03  3.5697117e-03
 -2.6923020e-03  6.9581582e-03  1.1393945e-02 -3.4337433e-03
  4.3614223e-04 -6.4528976e-03  3.0440644e-03  4.1377894e-03
  7.2465031e-03  4.8043160e-03  8.7415213e-03  6.8569793e-03
  8.5032815e-03 -8.3846916e-03 -1.0161056e-02 -4.6255984e-04
 -1.8306650e-03  7.2549521e-03  4.9262531e-03 -2.3435960e-03
  2.5465244e-03  2.1610660e-03  8.0533763e-03 -1.0325833e-02
  1.2047569e-04  3.0547318e-03 -1.5744691e-03  8.7723797e-03
  9.3432553e-03  6.3467599e-03 -2.0237751e-03  8.1378166e-03
 -8.0281384e-03  3.4631900e-03 -4.1764602e-03 -5.6461436e-03
  1.9229301e-03  6.5406528e-03  8.1138881e-03 -4.4843880e-03
  5.7760808e-03  8.4565002e-03 -4.7724638e-03 -8.1129959e-03
  6.1866739e-03  6.5876897e-03  6.8915979e-04 -6.4399145e-03
 -6.9922875e-03 -2.7185113e-03  4.1987933e-03 -2.8236324e-03
 -9.6928198e-03  3.4890985e-03  3.4219902e-03 -4.8046638e-03
  4.4592551e-05 -2.0782847e-03  1.7981033e-04 -8.8545922e-03
  3.8644858e-03 -4.7263349e-03  3.0980778e-03 -6.2764448e-04
  2.2030687e-03 -7.6450831e-03 -7.6679746e-04  3.7182693e-03
  5.6692171e-03 -3.2599077e-03 -9.2576873e-03  4.2701387e-03]"
107,히트맨2,재밌어요 재밌어요 재밌어요,8,2025.01.23. 09:53,34,"[-9.0615135e-03  4.4878977e-03  5.3741983e-03  5.8531240e-03
  7.6055918e-03 -8.2239313e-03  1.7934550e-03  8.3118528e-03
 -3.8394399e-03 -6.7379139e-03 -6.2786543e-04 -1.0228888e-02
 -5.7292059e-03  7.5578815e-03  3.5928308e-03  6.6888947e-03
  6.8248771e-03  5.8962591e-03 -4.1091647e-03 -3.4029365e-03
  2.5175549e-03 -3.7839834e-03  9.2330212e-03 -1.0348681e-02
  6.3109756e-03  3.3575983e-03 -5.7271221e-03  3.5697117e-03
 -2.6923020e-03  6.9581582e-03  1.1393945e-02 -3.4337433e-03
  4.3614223e-04 -6.4528976e-03  3.0440644e-03  4.1377894e-03
  7.2465031e-03  4.8043160e-03  8.7415213e-03  6.8569793e-03
  8.5032815e-03 -8.3846916e-03 -1.0161056e-02 -4.6255984e-04
 -1.8306650e-03  7.2549521e-03  4.9262531e-03 -2.3435960e-03
  2.5465244e-03  2.1610660e-03  8.0533763e-03 -1.0325833e-02
  1.2047569e-04  3.0547318e-03 -1.5744691e-03  8.7723797e-03
  9.3432553e-03  6.3467599e-03 -2.0237751e-03  8.1378166e-03
 -8.0281384e-03  3.4631900e-03 -4.1764602e-03 -5.6461436e-03
  1.9229301e-03  6.5406528e-03  8.1138881e-03 -4.4843880e-03
  5.7760808e-03  8.4565002e-03 -4.7724638e-03 -8.1129959e-03
  6.1866739e-03  6.5876897e-03  6.8915979e-04 -6.4399145e-03
 -6.9922875e-03 -2.7185113e-03  4.1987933e-03 -2.8236324e-03
 -9.6928198e-03  3.4890985e-03  3.4219902e-03 -4.8046638e-03
  4.4592551e-05 -2.0782847e-03  1.7981033e-04 -8.8545922e-03
  3.8644858e-03 -4.7263349e-03  3.0980778e-03 -6.2764448e-04
  2.2030687e-03 -7.6450831e-03 -7.6679746e-04  3.7182693e-03
  5.6692171e-03 -3.2599077e-03 -9.2576873e-03  4.2701387e-03]"
109,히트맨2,짜임새 있는 스토리에 액션까지 탄탄하네요. 역시나 이번에도 유쾌하고 재밌어요. 천만 가즈아!,10,2025.01.22. 11:50,12,"[-1.87572185e-03  4.46697092e-03 -1.11308135e-03  5.13943378e-04
 -4.03670507e-04 -1.20502117e-03  1.81586784e-03  2.35711224e-03
 -3.42689152e-03 -1.25561794e-03 -4.18245501e-04  4.31646884e-04
  3.88682587e-04  2.48874130e-05  1.12641964e-03 -1.34300604e-03
  2.23251362e-03 -4.53166169e-04 -2.99885776e-03 -2.12554773e-03
 -7.74298387e-05  5.89724747e-04  1.15796039e-03  5.96915139e-04
 -2.81824614e-03  4.80679300e-04  2.48913799e-04 -2.34352448e-03
 -7.19513977e-04  1.05435855e-03  1.06817845e-03 -5.99659106e-04
  5.77210085e-05 -6.57691329e-04  1.22511189e-03  2.41720234e-03
  1.93813758e-03 -6.25706336e-04 -5.87260758e-04 -8.75912083e-05
  2.16181111e-03 -8.53338104e-04 -1.73664314e-03  7.08779145e-04
  1.48083328e-03  1.52238877e-03 -1.10041816e-03 -1.44742394e-03
  1.94186741e-03 -5.67026786e-04  5.63953072e-05 -1.52031565e-03
 -6.99965050e-04 -1.02301396e-03 -1.38520540e-04  1.83168834e-03
  2.64291023e-03  1.60013197e-03 -6.74940762e-04 -1.65040442e-03
 -3.32305557e-04  2.22867937e-03  6.63876359e-04 -5.81143016e-04
 -6.81196223e-04  2.07936182e-03  1.22941507e-03  9.46747721e-04
 -2.13759299e-03  1.81067642e-03 -1.39346067e-03 -5.74020902e-04
  2.65199738e-03  1.69849279e-03 -1.08616834e-03 -8.65765207e-04
  5.36312291e-04  1.06608460e-03 -2.39486364e-03  9.35448741e-04
 -1.12214686e-04 -7.58353272e-04  8.74828140e-04 -1.81467840e-05
 -4.04144463e-04 -2.93552852e-03  1.71112549e-03  2.81482120e-03
  2.06372747e-03 -4.82258591e-04  7.93846615e-04  2.38573248e-03
  5.83436922e-04  4.83941520e-04  1.91969506e-03  5.23663075e-05
  1.04447117e-03 -3.49604920e-03 -7.23313424e-05  1.54014619e-03]"
111,히트맨2,권상우의 익살스러운 연기 재밌습니다,8,2025.01.23. 01:49,26,"[-0.00460404 -0.00364397  0.00127982  0.00210075  0.00248395 -0.00352734
  0.00258488  0.00589105  0.00355656 -0.00442967  0.0015034  -0.00272961
 -0.00516077 -0.00082441  0.00452967  0.00332305  0.00040817  0.00097454
 -0.00369588 -0.00298263 -0.00238805  0.00044866  0.00045626 -0.00478557
  0.00334888  0.00048895 -0.00125553 -0.00064243 -0.00012245  0.0015566
  0.00320223 -0.00010896  0.00407851  0.00030521  0.00143905  0.00362228
  0.00162703  0.00159973  0.00249804  0.00088752  0.0054374  -0.00391525
 -0.00594754 -0.00572885  0.00158125  0.00088268 -0.00041839 -0.00067294
  0.00487911  0.00160859  0.00373146 -0.00592958  0.00268249  0.00348463
 -0.00150841  0.00382278 -0.00051336 -0.00058294  0.00029343  0.00265866
 -0.00084834  0.00489698 -0.00243036 -0.00168464  0.00147176  0.0023783
  0.00212971  0.00151239 -0.00555817  0.00321783  0.00132351  0.00030402
  0.00391881  0.00162953  0.00401935 -0.00363105  0.00011155 -0.00445493
 -0.00077222 -0.00409193 -0.00119011 -0.00092522 -0.00129754  0.00244337
 -0.00029219  0.00249735 -0.00313559 -0.00105138  0.00107292 -0.00284215
  0.00117845  0.00041799  0.00485998  0.0021331   0.00184057  0.00284019
  0.00319724  0.00061929  0.00127598 -0.00015871]"
114,히트맨2,히트맨1 안보고 봤는데 진짜 재밌게 봤네요 할머니랑 장모님이 너무 좋아하셔서 제가 다 행복했습니다 ㅎㅎ,10,2025.01.23. 09:49,34,"[-4.64815879e-04 -3.16356367e-04  1.01578177e-03  1.50445162e-03
  1.32818217e-03 -3.22498567e-03  8.91953532e-04  5.55387419e-03
 -1.47415628e-03 -3.21518490e-03 -5.42871363e-04 -1.13349652e-03
 -4.07545175e-03  1.41873746e-03  1.74383516e-04  1.68908515e-03
  3.29141258e-05 -8.06183263e-04 -5.07047880e-05 -6.13413984e-03
 -1.73250469e-03  1.84023625e-03  1.30899495e-03 -1.13283259e-05
 -5.99364168e-04  3.21712025e-04 -1.22038298e-03 -1.47497005e-04
 -3.53127159e-03 -7.21418008e-04  2.36223149e-03  8.67093797e-04
  7.12107692e-04 -2.66400981e-03 -3.31360992e-04  3.13733995e-04
  1.13169895e-03 -2.61562527e-03 -2.59556342e-04 -2.66489713e-03
 -1.42221269e-03 -1.46962178e-03 -3.24765360e-03  1.09901896e-03
  2.14547501e-03 -1.63443689e-03  1.82498747e-03 -1.06897659e-03
  1.36152667e-03  2.65540369e-03  1.16137532e-03 -1.56973116e-03
  3.14442208e-04  6.24243519e-04  4.98784299e-04 -8.13305727e-04
 -2.07453268e-04  2.32386796e-04 -1.02581340e-03  1.35475071e-03
 -6.57599885e-05  1.27516955e-03 -3.68812645e-04 -1.06300006e-03
 -1.25851831e-03  1.48242922e-03 -9.73622664e-04  7.31645152e-04
 -1.13841076e-03  3.86069226e-03  8.78756517e-04  2.21838662e-03
  1.44811842e-04 -9.49463225e-04  2.12001265e-03 -5.59115724e-04
 -1.65329155e-04  1.03565704e-04 -1.27183343e-03  4.67758073e-04
 -2.92993354e-04 -4.88187128e-04 -1.11140218e-03  2.02483076e-04
 -7.30393949e-05 -1.03456457e-03  1.22747035e-04 -6.49316818e-04
  1.75912888e-03  1.26643700e-03  2.10710405e-03 -3.46725283e-04
  1.68993114e-03  3.23615823e-04  2.77255056e-03 -1.97270536e-04
  1.42399757e-03 -1.87739474e-03  1.25259173e-03  1.04580109e-03]"
117,히트맨2,설날에 가족이 함께 볼 만한 영화 !이이경 정준호 연기가 찰떡이에요!,10,2025.01.22. 12:05,12,"[ 1.0903907e-03  1.4839385e-03  1.8204023e-03 -7.4480782e-04
 -1.5246114e-03 -2.9936188e-03 -1.6103471e-04  3.7485862e-03
 -1.2072240e-03 -1.1742420e-03  4.0694280e-04 -2.9077919e-03
  2.6991249e-03  8.8950730e-04  1.5059104e-03  1.0462969e-03
  2.3417095e-04 -3.6506231e-03 -2.4584384e-04 -5.2698231e-03
 -9.4244594e-04  6.5877713e-04  3.7618299e-04  6.9074210e-04
 -1.1982468e-03  8.7422045e-04 -3.5872427e-04 -2.5206020e-03
 -6.3622452e-04  3.0325677e-03  2.0712828e-03 -9.9118054e-04
  3.0124891e-03 -1.2550907e-03 -1.0407612e-03  4.1789180e-03
  1.1477550e-03 -4.4024643e-03 -2.4080221e-03 -3.2656777e-03
 -4.4358490e-04 -2.1253335e-03 -1.7874957e-03  1.4539828e-03
  2.7753133e-03 -2.3389090e-04 -1.5429743e-03 -1.1397366e-03
  1.0149907e-04 -1.7159985e-04  6.8336834e-05 -1.2620382e-03
 -1.1728492e-03 -1.0156793e-03  2.2750789e-04  2.1637755e-03
  1.5957138e-03 -2.5204636e-04 -1.6827343e-03 -3.9583040e-04
  4.8865145e-04 -1.5259149e-03  1.1364231e-03  1.4969157e-03
 -2.3030255e-03  4.9719224e-03 -2.1844446e-05  5.3460215e-04
 -4.5222775e-03  2.5684838e-03 -6.4509426e-04  8.5473474e-04
  3.3551175e-03 -1.4647037e-03  9.1998256e-04  1.5171960e-03
  1.4080162e-03  4.6171446e-04 -7.5505010e-04  9.2275505e-04
  4.2452617e-04  4.4037576e-04 -1.0962781e-03  2.1646228e-03
 -2.7375491e-04 -1.9012360e-04 -1.0257409e-03  4.9001875e-04
  3.1161588e-03  1.0563771e-03  5.2265613e-03  9.7346253e-04
 -1.9570545e-03  2.5779156e-03  4.9660506e-04 -1.6594076e-04
  7.6966622e-04 -4.3502159e-04  2.6721009e-03  2.2577051e-04]"
120,히트맨2,1편보다 더 유치해져서 좀 지루해요,7,2025.01.22. 18:00,18,"[-4.0868012e-04  2.1338114e-03 -4.8234384e-03  3.1676218e-03
 -2.8009047e-03  1.1141844e-03 -3.1654656e-04  4.1539143e-03
  5.5040646e-04 -8.2124525e-04  6.1166886e-04  2.8489815e-04
  1.0737228e-03  2.7953538e-03 -2.2645837e-03 -2.4679250e-03
 -9.6805859e-05 -2.7601405e-03  4.3775342e-04 -6.9157826e-03
  2.3356672e-04 -8.7218202e-04  6.3150923e-04  1.9776837e-03
 -2.1541102e-03 -2.1215987e-03 -1.3823794e-04 -2.3216284e-03
 -4.2246073e-03  1.2626426e-04  1.9964629e-03 -2.7159562e-05
  4.8452816e-03 -3.9231023e-03 -2.9633571e-03  9.8464848e-04
 -6.1559479e-04  7.7073008e-04 -3.2041822e-05 -1.6240171e-03
 -1.2138445e-03 -2.5002256e-03 -4.5421845e-03 -5.4262532e-04
  2.4997997e-03  6.1066402e-04 -5.2912706e-03 -2.6295041e-03
  3.4659181e-03  2.5607531e-03 -1.4847142e-03  7.2084524e-04
 -2.1615366e-05  1.8042179e-05  3.2011869e-03 -1.5533238e-03
 -1.5392544e-03 -4.4413805e-03 -3.0921504e-03 -7.1836560e-04
  3.0596782e-03 -1.1752362e-03 -2.7690656e-04 -2.2912819e-03
 -4.3901941e-03 -1.0542624e-03  6.8575720e-04 -4.0618790e-04
 -2.3634264e-03  3.2389776e-03 -2.4764778e-04  8.9350395e-04
 -1.1064516e-03 -6.2457722e-04  3.2137355e-03 -1.8084023e-04
  3.0889438e-04  1.6752591e-03 -2.9307962e-03 -2.2944787e-03
 -6.0174469e-04 -2.0430593e-03 -3.4358264e-03  3.2380507e-03
 -5.3478018e-03 -6.0007471e-04  1.7826789e-03  2.6925281e-04
  3.5886766e-04  3.9075714e-04 -1.8754868e-04  1.1787670e-03
  3.7071900e-04  1.5940956e-03  8.2424429e-04  1.7530898e-03
 -1.5018170e-03 -3.7607723e-03  3.2533160e-05  5.1078950e-03]"
122,히트맨2,"ㅋㅋㅋ허구헌날 어두침침한 젠더, 국뽕영화만 나와서 짜증났는데ㅋㅋ 간만에 기분좋게 실컷 웃다나옴 ㅋㅋ",10,2025.01.22. 13:22,13,"[ 2.7551230e-03  9.3972025e-04 -9.1247045e-04 -2.5585096e-03
  1.2991417e-03 -2.6499971e-03  1.7958714e-03  1.1178816e-03
 -4.1460418e-04 -1.7633801e-04  9.1652287e-04  1.7798964e-04
 -1.9821874e-03  2.7228985e-04 -1.6691973e-03  8.6148828e-04
  5.6312082e-04 -1.4409423e-03 -1.0378787e-03 -3.1084628e-03
 -1.1714833e-03  7.5282529e-05  3.5538888e-04 -3.0457799e-03
  2.7465302e-04  1.1989153e-04 -7.2834117e-04 -2.0580303e-03
 -6.4646953e-04  8.6163712e-04  3.6656652e-03  6.0806377e-04
 -4.8824874e-04 -1.4349243e-03  7.3273771e-04  1.0401190e-03
  2.9708710e-04 -1.2214464e-03  9.5583580e-04 -4.5972560e-03
  1.4000839e-03 -5.0011883e-04 -4.6406349e-04  6.7466358e-04
  4.2107381e-04 -1.7140914e-03 -3.9359676e-03  3.0438480e-04
  1.7255928e-03  9.2139456e-04 -4.0816882e-04  5.5623630e-05
 -3.2706675e-04 -3.0743267e-05 -3.3413332e-03 -3.3340731e-04
  7.3475105e-04 -1.9956436e-03 -7.7173574e-04  1.3840032e-03
  2.3360427e-03 -9.3479827e-04  1.5843568e-03  5.6778203e-04
 -1.7698115e-03  2.3016024e-03 -4.7284889e-04  1.1108529e-03
 -1.1072448e-03  1.1468744e-03 -1.9201244e-03 -3.3125866e-04
  1.0132033e-03 -9.6659450e-04  2.0722896e-03  1.5804948e-03
 -1.7554524e-04 -1.0958086e-03 -3.1024186e-04 -4.3056754e-04
  1.2009093e-03 -2.9518423e-04 -2.4933238e-03  8.7664631e-04
 -2.4518676e-04 -2.1834213e-03  7.5107388e-04  2.8986923e-04
  1.2150938e-03 -3.6283600e-04 -1.9563283e-03  1.3889308e-03
 -2.5768834e-04  2.2924077e-03  1.5914614e-03 -1.8276477e-03
  2.2909427e-07  2.1457102e-04 -8.4435887e-04 -7.6151587e-04]"
